Timestamp for sample frequency every 1 min,Temperature_Celsius,Relative_Humidity
2020-03-11 02:24:00,13.6,57.1
2020-03-11 02:25:00,13.6,57
2020-03-11 02:26:00,13.6,57
2020-03-11 02:27:00,13.6,57
2020-03-11 02:28:00,13.6,57
2020-03-11 02:29:00,13.6,57
2020-03-11 02:30:00,13.6,57
2020-03-11 02:31:00,13.6,57
2020-03-11 02:32:00,13.6,57
2020-03-11 02:33:00,13.6,57
2020-03-11 02:34:00,13.6,57
2020-03-11 02:35:00,13.6,57
2020-03-11 02:36:00,13.6,57
2020-03-11 02:37:00,13.6,57
2020-03-11 02:38:00,13.6,57
2020-03-11 02:39:00,13.5,57
2020-03-11 02:40:00,13.5,57
2020-03-11 02:41:00,13.5,57
2020-03-11 02:42:00,13.5,57
2020-03-11 02:43:00,13.5,56.9
2020-03-11 02:44:00,13.5,56.9
2020-03-11 02:45:00,13.5,56.9
2020-03-11 02:46:00,13.5,57
2020-03-11 02:47:00,13.5,56.9
2020-03-11 02:48:00,13.5,57
2020-03-11 02:49:00,13.5,56.9
2020-03-11 02:50:00,13.4,56.9
2020-03-11 02:51:00,13.4,56.9
2020-03-11 02:52:00,13.4,56.9
2020-03-11 02:53:00,13.4,56.9
2020-03-11 02:54:00,13.4,56.9
2020-03-11 02:55:00,13.4,57
2020-03-11 02:56:00,13.4,57
2020-03-11 02:57:00,13.4,57.2
2020-03-11 02:58:00,13.4,57.1
2020-03-11 02:59:00,13.4,57.1
2020-03-11 03:00:00,13.4,57.1
2020-03-11 03:01:00,13.3,57.1
2020-03-11 03:02:00,13.3,57.1
2020-03-11 03:03:00,13.3,57
2020-03-11 03:04:00,13.3,56.9
2020-03-11 03:05:00,13.3,56.9
2020-03-11 03:06:00,13.3,56.9
2020-03-11 03:07:00,13.3,56.9
2020-03-11 03:08:00,13.3,56.8
2020-03-11 03:09:00,13.3,56.9
2020-03-11 03:10:00,13.3,56.8
2020-03-11 03:11:00,13.2,56.9
2020-03-11 03:12:00,13.2,56.8
2020-03-11 03:13:00,13.2,56.9
2020-03-11 03:14:00,13.2,56.9
2020-03-11 03:15:00,13.2,56.9
2020-03-11 03:16:00,13.2,57
2020-03-11 03:17:00,13.2,56.9
2020-03-11 03:18:00,13.2,56.9
2020-03-11 03:19:00,13.2,56.9
2020-03-11 03:20:00,13.2,56.9
2020-03-11 03:21:00,13.1,56.9
2020-03-11 03:22:00,13.1,56.9
2020-03-11 03:23:00,13.1,56.9
2020-03-11 03:24:00,13.1,56.9
2020-03-11 03:25:00,13.1,56.9
2020-03-11 03:26:00,13.1,56.9
2020-03-11 03:27:00,13.1,56.8
2020-03-11 03:28:00,13.1,56.8
2020-03-11 03:29:00,13.1,56.9
2020-03-11 03:30:00,13.1,56.9
2020-03-11 03:31:00,13.1,56.9
2020-03-11 03:32:00,13.1,56.9
2020-03-11 03:33:00,13,56.9
2020-03-11 03:34:00,13,56.9
2020-03-11 03:35:00,13,56.9
2020-03-11 03:36:00,13,56.9
2020-03-11 03:37:00,13,56.9
2020-03-11 03:38:00,13,56.9
2020-03-11 03:39:00,13,56.9
2020-03-11 03:40:00,13,56.9
2020-03-11 03:41:00,13,56.9
2020-03-11 03:42:00,13,56.9
2020-03-11 03:43:00,13,56.9
2020-03-11 03:44:00,13,56.9
2020-03-11 03:45:00,13,56.8
2020-03-11 03:46:00,13,56.8
2020-03-11 03:47:00,13,56.8
2020-03-11 03:48:00,13,56.8
2020-03-11 03:49:00,12.9,56.8
2020-03-11 03:50:00,13,56.8
2020-03-11 03:51:00,12.9,56.7
2020-03-11 03:52:00,12.9,56.7
2020-03-11 03:53:00,12.9,56.7
2020-03-11 03:54:00,12.9,56.7
2020-03-11 03:55:00,12.9,56.7
2020-03-11 03:56:00,12.9,56.7
2020-03-11 03:57:00,12.9,56.8
2020-03-11 03:58:00,12.9,56.8
2020-03-11 03:59:00,12.9,56.8
2020-03-11 04:00:00,12.9,56.8
2020-03-11 04:01:00,12.9,56.8
2020-03-11 04:02:00,12.9,56.8
2020-03-11 04:03:00,12.9,56.8
2020-03-11 04:04:00,12.8,56.8
2020-03-11 04:05:00,12.8,56.8
2020-03-11 04:06:00,12.8,56.8
2020-03-11 04:07:00,12.8,56.8
2020-03-11 04:08:00,12.8,56.8
2020-03-11 04:09:00,12.8,56.8
2020-03-11 04:10:00,12.8,56.8
2020-03-11 04:11:00,12.8,56.8
2020-03-11 04:12:00,12.8,56.8
2020-03-11 04:13:00,12.8,56.8
2020-03-11 04:14:00,12.8,56.8
2020-03-11 04:15:00,12.7,56.8
2020-03-11 04:16:00,12.8,56.8
2020-03-11 04:17:00,12.7,56.8
2020-03-11 04:18:00,12.7,56.8
2020-03-11 04:19:00,12.7,56.8
2020-03-11 04:20:00,12.7,56.8
2020-03-11 04:21:00,12.7,56.8
2020-03-11 04:22:00,12.7,56.8
2020-03-11 04:23:00,12.7,56.8
2020-03-11 04:24:00,12.7,56.8
2020-03-11 04:25:00,12.7,56.8
2020-03-11 04:26:00,12.7,56.8
2020-03-11 04:27:00,12.7,56.8
2020-03-11 04:28:00,12.7,56.8
2020-03-11 04:29:00,12.7,56.8
2020-03-11 04:30:00,12.7,56.8
2020-03-11 04:31:00,12.7,56.8
2020-03-11 04:32:00,12.7,56.8
2020-03-11 04:33:00,12.7,56.8
2020-03-11 04:34:00,12.7,56.8
2020-03-11 04:35:00,12.7,56.8
2020-03-11 04:36:00,12.7,56.8
2020-03-11 04:37:00,12.6,56.8
2020-03-11 04:38:00,12.6,56.8
2020-03-11 04:39:00,12.6,56.8
2020-03-11 04:40:00,12.6,56.8
2020-03-11 04:41:00,12.6,56.8
2020-03-11 04:42:00,12.6,56.8
2020-03-11 04:43:00,12.6,56.8
2020-03-11 04:44:00,12.6,56.8
2020-03-11 04:45:00,12.6,56.8
2020-03-11 04:46:00,12.6,56.8
2020-03-11 04:47:00,12.6,56.7
2020-03-11 04:48:00,12.6,56.7
2020-03-11 04:49:00,12.6,56.7
2020-03-11 04:50:00,12.5,56.8
2020-03-11 04:51:00,12.5,56.8
2020-03-11 04:52:00,12.5,56.7
2020-03-11 04:53:00,12.5,56.7
2020-03-11 04:54:00,12.5,56.7
2020-03-11 04:55:00,12.5,56.7
2020-03-11 04:56:00,12.5,56.8
2020-03-11 04:57:00,12.5,56.8
2020-03-11 04:58:00,12.5,56.8
2020-03-11 04:59:00,12.5,57
2020-03-11 05:00:00,12.5,57
2020-03-11 05:01:00,12.5,57
2020-03-11 05:02:00,12.4,57
2020-03-11 05:03:00,12.5,56.9
2020-03-11 05:04:00,12.4,56.9
2020-03-11 05:05:00,12.4,56.9
2020-03-11 05:06:00,12.4,56.9
2020-03-11 05:07:00,12.4,56.8
2020-03-11 05:08:00,12.4,56.8
2020-03-11 05:09:00,12.4,56.8
2020-03-11 05:10:00,12.4,56.8
2020-03-11 05:11:00,12.4,56.8
2020-03-11 05:12:00,12.4,56.8
2020-03-11 05:13:00,12.4,56.8
2020-03-11 05:14:00,12.4,56.8
2020-03-11 05:15:00,12.4,56.8
2020-03-11 05:16:00,12.4,56.8
2020-03-11 05:17:00,12.4,56.8
2020-03-11 05:18:00,12.3,56.8
2020-03-11 05:19:00,12.3,56.8
2020-03-11 05:20:00,12.3,56.8
2020-03-11 05:21:00,12.3,56.8
2020-03-11 05:22:00,12.3,56.8
2020-03-11 05:23:00,12.3,56.8
2020-03-11 05:24:00,12.3,56.8
2020-03-11 05:25:00,12.3,56.8
2020-3-11 05:26:00,12.3,56.8
2020-03-11 05:27:00,12.3,56.8
2020-03-11 05:28:00,12.3,56.9
2020-03-11 05:29:00,12.3,56.9
2020-03-11 05:30:00,12.3,56.9
2020-03-11 05:31:00,12.3,56.8
2020-03-11 05:32:00,12.3,56.8
2020-03-11 05:33:00,12.2,56.8
2020-03-11 05:34:00,12.3,56.8
2020-03-11 05:35:00,12.2,56.8
2020-03-11 05:36:00,12.2,56.8
2020-03-11 05:37:00,12.2,56.8
2020-03-11 05:38:00,12.2,56.8
2020-03-11 05:39:00,12.2,56.9
2020-03-11 05:40:00,12.2,56.9
2020-03-11 05:41:00,12.2,56.9
2020-03-11 05:42:00,12.2,56.8
2020-03-11 05:43:00,12.2,56.9
2020-03-11 05:44:00,12.2,56.9
2020-03-11 05:45:00,12.2,56.8
2020-03-11 05:46:00,12.2,56.8
2020-03-11 05:47:00,12.2,56.8
2020-03-11 05:48:00,12.2,56.9
2020-03-11 05:49:00,12.2,56.9
2020-03-11 05:50:00,12.2,56.9
2020-03-11 05:51:00,12.2,56.9
2020-03-11 05:52:00,12.2,56.9
2020-03-11 05:53:00,12.2,56.8
2020-03-11 05:54:00,12.1,56.8
2020-03-11 05:55:00,12.1,56.8
2020-03-11 05:56:00,12.1,56.8
2020-03-11 05:57:00,12.1,56.8
2020-03-11 05:58:00,12.1,56.8
2020-03-11 05:59:00,12.1,56.8
2020-03-11 06:00:00,12.1,56.9
2020-03-11 06:01:00,12.1,56.9
2020-03-11 06:02:00,12.1,56.8
2020-03-11 06:03:00,12.1,56.9
2020-03-11 06:04:00,12.1,56.9
2020-03-11 06:05:00,12.1,57
2020-03-11 06:06:00,12,57
2020-03-11 06:07:00,12,57
2020-03-11 06:08:00,12,57
2020-03-11 06:09:00,12,57
2020-03-11 06:10:00,12,57
2020-03-11 06:11:00,12,57
2020-03-11 06:12:00,12,57
2020-03-11 06:13:00,12,57
2020-03-11 06:14:00,12,57
2020-03-11 06:15:00,12,57
2020-03-11 06:16:00,12,57
2020-03-11 06:17:00,12,57.1
2020-03-11 06:18:00,12,57.1
2020-03-11 06:19:00,12,57
2020-03-11 06:20:00,12,57.1
2020-03-11 06:21:00,11.9,57.1
2020-03-11 06:22:00,11.9,57.1
2020-03-11 06:23:00,11.9,57
2020-03-11 06:24:00,11.9,57
2020-03-11 06:25:00,11.9,57.1
2020-03-11 06:26:00,11.9,57.1
2020-03-11 06:27:00,11.9,57.1
2020-03-11 06:28:00,11.9,57.1
2020-03-11 06:29:00,11.9,57.1
2020-03-11 06:30:00,11.9,57.1
2020-03-11 06:31:00,11.8,57.2
2020-03-11 06:32:00,11.8,57.2
2020-03-11 06:33:00,11.8,57.3
2020-03-11 06:34:00,11.8,57.3
2020-03-11 06:35:00,11.8,57.3
2020-03-11 06:36:00,11.8,57.3
2020-03-11 06:37:00,11.8,57.2
2020-03-11 06:38:00,11.8,57.3
2020-03-11 06:39:00,11.8,57.3
2020-03-11 06:40:00,11.8,57.4
2020-03-11 06:41:00,11.8,57.4
2020-03-11 06:42:00,11.7,57.2
2020-03-11 06:43:00,11.7,57.3
2020-03-11 06:44:00,11.7,57.2
2020-03-11 06:45:00,11.7,57.3
2020-03-11 06:46:00,11.7,57.3
2020-03-11 06:47:00,11.7,57.3
2020-03-11 06:48:00,11.7,57.3
2020-03-11 06:49:00,11.7,57.2
2020-03-11 06:50:00,11.7,57.2
2020-03-11 06:51:00,11.7,57.3
2020-03-11 06:52:00,11.7,57.4
2020-03-11 06:53:00,11.7,57.4
2020-03-11 06:54:00,11.7,57.4
2020-03-11 06:55:00,11.7,57.4
2020-03-11 06:56:00,11.7,57.4
2020-03-11 06:57:00,11.7,57.5
2020-03-11 06:58:00,11.7,57.4
2020-03-11 06:59:00,11.7,57.4
2020-03-11 07:00:00,11.6,57.3
2020-03-11 07:01:00,11.6,57.4
2020-03-11 07:02:00,11.6,57.3
2020-03-11 07:03:00,11.6,57.3
2020-03-11 07:04:00,11.6,57.3
2020-03-11 07:05:00,11.6,57.3
2020-03-11 07:06:00,11.6,57.3
2020-03-11 07:07:00,11.6,57.3
2020-03-11 07:08:00,11.5,57.3
2020-03-11 07:09:00,11.5,57.3
2020-03-11 07:10:00,11.5,57.4
2020-03-11 07:11:00,11.5,57.4
2020-03-11 07:12:00,11.5,57.4
2020-03-11 07:13:00,11.5,57.3
2020-03-11 07:14:00,11.5,57.4
2020-03-11 07:15:00,11.5,57.4
2020-03-11 07:16:00,11.4,57.4
2020-03-11 07:17:00,11.4,57.4
2020-03-11 07:18:00,11.4,57.4
2020-03-11 07:19:00,11.4,57.4
2020-03-11 07:20:00,11.4,57.4
2020-03-11 07:21:00,11.4,57.4
2020-03-11 07:22:00,11.3,57.5
2020-03-11 07:23:00,11.3,57.4
2020-03-11 07:24:00,11.3,57.4
2020-03-11 07:25:00,11.3,57.4
2020-03-11 07:26:00,11.3,57.4
2020-03-11 07:27:00,11.3,57.4
2020-03-11 07:28:00,11.3,57.3
2020-03-11 07:29:00,11.3,57.4
2020-03-11 07:30:00,11.2,57.4
2020-03-11 07:31:00,11.2,57.4
2020-03-11 07:32:00,11.2,57.4
2020-03-11 07:33:00,11.2,57.4
2020-03-11 07:34:00,11.2,57.4
2020-03-11 07:35:00,11.2,57.4
2020-03-11 07:36:00,11.2,57.3
2020-03-11 07:37:00,11.2,57.3
2020-03-11 07:38:00,11.1,57.3
2020-03-11 07:39:00,11.1,57.3
2020-03-11 07:40:00,11.1,57.3
2020-03-11 07:41:00,11.1,57.3
2020-03-11 07:42:00,11.1,57.4
2020-03-11 07:43:00,11.1,57.4
2020-03-11 07:44:00,11.1,57.4
2020-03-11 07:45:00,11.1,57.4
2020-03-11 07:46:00,11.1,57.4
2020-03-11 07:47:00,11,57.4
2020-03-11 07:48:00,11,57.4
2020-03-11 07:49:00,11,57.3
2020-03-11 07:50:00,11,57.3
2020-03-11 07:51:00,11,57.3
2020-03-11 07:52:00,11,57.3
2020-03-11 07:53:00,11,57.4
2020-03-11 07:54:00,11,57.5
2020-03-11 07:55:00,11,57.5
2020-03-11 07:56:00,10.9,57.5
2020-03-11 07:57:00,10.9,57.5
2020-03-11 07:58:00,10.9,57.4
2020-03-11 07:59:00,10.9,57.5
2020-03-11 08:00:00,10.9,57.4
2020-03-11 08:01:00,10.9,57.4
2020-03-11 08:02:00,10.9,57.4
2020-03-11 08:03:00,10.8,57.4
2020-03-11 08:04:00,10.8,57.4
2020-03-11 08:05:00,10.8,57.5
2020-03-11 08:06:00,10.8,57.6
2020-03-11 08:07:00,10.8,57.4
2020-03-11 08:08:00,10.8,57.5
2020-03-11 08:09:00,10.8,57.4
2020-03-11 08:10:00,10.8,57.4
2020-03-11 08:11:00,10.8,57.5
2020-03-11 08:12:00,10.8,57.6
2020-03-11 08:13:00,10.8,57.6
2020-03-11 08:14:00,10.8,57.6
2020-03-11 08:15:00,10.8,57.6
2020-03-11 08:16:00,10.8,57.6
2020-03-11 08:17:00,10.8,57.6
2020-03-11 08:18:00,10.7,57.5
2020-03-11 08:19:00,10.7,57.5
2020-03-11 08:20:00,10.7,57.5
2020-03-11 08:21:00,10.7,57.6
2020-03-11 08:22:00,10.7,57.7
2020-03-11 08:23:00,10.7,57.7
2020-03-11 08:24:00,10.7,57.6
2020-03-11 08:25:00,10.7,57.6
2020-03-11 08:26:00,10.7,57.6
2020-03-11 08:27:00,10.7,57.6
2020-03-11 08:28:00,10.7,57.7
2020-03-11 08:29:00,10.7,57.7
2020-03-11 08:30:00,10.7,57.7
2020-03-11 08:31:00,10.7,57.8
2020-03-11 08:32:00,10.7,57.7
2020-03-11 08:33:00,10.7,57.9
2020-03-11 08:34:00,10.7,58
2020-03-11 08:35:00,10.7,57.9
2020-03-11 08:36:00,10.7,57.9
2020-03-11 08:37:00,10.7,57.9
2020-03-11 08:38:00,10.7,57.8
2020-03-11 08:39:00,10.7,57.9
2020-03-11 08:40:00,10.7,57.9
2020-03-11 08:41:00,10.7,57.9
2020-03-11 08:42:00,10.7,57.9
2020-03-11 08:43:00,10.7,57.9
2020-03-11 08:44:00,10.7,57.9
2020-03-11 08:45:00,10.7,57.9
2020-03-11 08:46:00,10.7,57.9
2020-03-11 08:47:00,10.7,58
2020-03-11 08:48:00,10.7,57.9
2020-03-11 08:49:00,10.7,57.9
2020-03-11 08:50:00,10.7,57.9
2020-03-11 08:51:00,10.7,57.8
2020-03-11 08:52:00,10.7,57.8
2020-03-11 08:53:00,10.7,57.7
2020-03-11 08:54:00,10.7,57.7
2020-03-11 08:55:00,10.7,57.7
2020-03-11 08:56:00,10.7,57.6
2020-03-11 08:57:00,10.7,57.6
2020-03-11 08:58:00,10.7,57.6
2020-03-11 08:59:00,10.7,57.5
2020-03-11 09:00:00,10.7,57.5
2020-03-11 09:01:00,10.7,57.5
2020-03-11 09:02:00,10.7,57.4
2020-03-11 09:03:00,10.7,57.4
2020-03-11 09:04:00,10.7,57.4
2020-03-11 09:05:00,10.7,57.4
2020-03-11 09:06:00,10.7,57.4
2020-03-11 09:07:00,10.7,57.4
2020-03-11 09:08:00,10.7,57.4
2020-03-11 09:09:00,10.7,57.4
2020-03-11 09:10:00,10.7,57.4
2020-03-11 09:11:00,10.7,57.3
2020-03-11 09:12:00,10.7,57.3
2020-03-11 09:13:00,10.7,57.3
2020-03-11 09:14:00,10.8,57.3
2020-03-11 09:15:00,10.8,57.3
2020-03-11 09:16:00,10.8,57.3
2020-03-11 09:17:00,10.8,57.2
2020-03-11 09:18:00,10.8,57.2
2020-03-11 09:19:00,10.8,57.2
2020-03-11 09:20:00,10.8,57.1
2020-03-11 09:21:00,10.8,57.1
2020-03-11 09:22:00,10.8,57
2020-03-11 09:23:00,10.8,57
2020-03-11 09:24:00,10.8,57.1
2020-03-11 09:25:00,10.8,57
2020-03-11 09:26:00,10.9,57
2020-03-11 09:27:00,10.9,57.1
2020-03-11 09:28:00,10.9,57.2
2020-03-11 09:29:00,10.9,57.3
2020-03-11 09:30:00,10.9,57.3
2020-03-11 09:31:00,10.9,57.3
2020-03-11 09:32:00,10.9,57.3
2020-03-11 09:33:00,10.9,57.3
2020-03-11 09:34:00,11,57.3
2020-03-11 09:35:00,11,57.3
2020-03-11 09:36:00,11,57.3
2020-03-11 09:37:00,11,57.3
2020-03-11 09:38:00,11,57.4
2020-03-11 09:39:00,11,57.4
2020-03-11 09:40:00,11,57.4
2020-03-11 09:41:00,11,57.4
2020-03-11 09:42:00,11.1,57.3
2020-03-11 09:43:00,11.1,57.3
2020-03-11 09:44:00,11.1,57.3
2020-03-11 09:45:00,11.1,57.3
2020-03-11 09:46:00,11.1,57.2
2020-03-11 09:47:00,11.2,57.2
2020-03-11 09:48:00,11.2,57.3
2020-03-11 09:49:00,11.2,57.3
2020-03-11 09:50:00,11.2,57.3
2020-03-11 09:51:00,11.2,57.2
2020-03-11 09:52:00,11.2,57.3
2020-03-11 09:53:00,11.3,57.3
2020-03-11 09:54:00,11.3,57.2
2020-03-11 09:55:00,11.3,57.3
2020-03-11 09:56:00,11.3,57.2
2020-03-11 09:57:00,11.4,57.2
2020-03-11 09:58:00,11.4,57.2
2020-03-11 09:59:00,11.4,57.2
2020-03-11 10:00:00,11.4,57.2
2020-03-11 10:01:00,11.5,57.2
2020-03-11 10:02:00,11.5,57.2
2020-03-11 10:03:00,11.5,57.1
2020-03-11 10:04:00,11.6,57.2
2020-03-11 10:05:00,11.6,57.3
2020-03-11 10:06:00,11.6,57.3
2020-03-11 10:07:00,11.6,57.2
2020-03-11 10:08:00,11.7,57.2
2020-03-11 10:09:00,11.7,57.2
2020-03-11 10:10:00,11.7,57.2
2020-03-11 10:11:00,11.7,57.2
2020-03-11 10:12:00,11.8,57.2
2020-03-11 10:13:00,11.8,57.2
2020-03-11 10:14:00,11.8,57.2
2020-03-11 10:15:00,11.9,57.2
2020-03-11 10:16:00,11.9,57.2
2020-03-11 10:17:00,11.9,57.2
2020-03-11 10:18:00,12,57.3
2020-03-11 10:19:00,12,57.2
2020-03-11 10:20:00,12,57.3
2020-03-11 10:21:00,12.1,57.3
2020-03-11 10:22:00,12.1,57.2
2020-03-11 10:23:00,12.1,57.3
2020-03-11 10:24:00,12.2,57.3
2020-03-11 10:25:00,12.2,57.3
2020-03-11 10:26:00,12.2,57.4
2020-03-11 10:27:00,12.2,57.4
2020-03-11 10:28:00,12.3,57.5
2020-03-11 10:29:00,12.3,57.5
2020-03-11 10:30:00,12.3,57.5
2020-03-11 10:31:00,12.4,57.5
2020-03-11 10:32:00,12.4,57.4
2020-03-11 10:33:00,12.4,57.5
2020-03-11 10:34:00,12.5,57.5
2020-03-11 10:35:00,12.5,57.6
2020-03-11 10:36:00,12.5,57.5
2020-03-11 10:37:00,12.6,57.4
2020-03-11 10:38:00,12.6,57.4
2020-03-11 10:39:00,12.6,57.4
2020-03-11 10:40:00,12.7,57.4
2020-03-11 10:41:00,12.7,57.4
2020-03-11 10:42:00,12.7,57.4
2020-03-11 10:43:00,12.7,57.4
2020-03-11 10:44:00,12.7,57.4
2020-03-11 10:45:00,12.7,57.4
2020-03-11 10:46:00,12.8,57.4
2020-03-11 10:47:00,12.8,57.3
2020-03-11 10:48:00,12.8,57.4
2020-03-11 10:49:00,12.8,57.4
2020-03-11 10:50:00,12.9,57.4
2020-03-11 10:51:00,12.9,57.3
2020-03-11 10:52:00,12.9,57.3
2020-03-11 10:53:00,12.9,57.3
2020-03-11 10:54:00,13,57.4
2020-03-11 10:55:00,13,57.3
2020-03-11 10:56:00,13.1,57.2
2020-03-11 10:57:00,13.1,57.3
2020-03-11 10:58:00,13.1,57.2
2020-03-11 10:59:00,13.1,57.4
2020-03-11 11:00:00,13.2,57.4
2020-03-11 11:01:00,13.2,57.3
2020-03-11 11:02:00,13.2,57.4
2020-03-11 11:03:00,13.2,57.4
2020-03-11 11:04:00,13.3,57.4
2020-03-11 11:05:00,13.3,57.5
2020-03-11 11:06:00,13.3,57.5
2020-03-11 11:07:00,13.3,57.4
2020-03-11 11:08:00,13.4,57.5
2020-03-11 11:09:00,13.4,57.5
2020-03-11 11:10:00,13.4,57.7
2020-03-11 11:11:00,13.5,57.9
2020-03-11 11:12:00,13.5,57.9
2020-03-11 11:13:00,13.5,57.8
2020-03-11 11:14:00,13.6,57.8
2020-03-11 11:15:00,13.6,57.8
2020-03-11 11:16:00,13.6,57.9
2020-03-11 11:17:00,13.6,57.8
2020-03-11 11:18:00,13.7,57.8
2020-03-11 11:19:00,13.7,57.8
2020-03-11 11:20:00,13.7,57.8
2020-03-11 11:21:00,13.7,57.8
2020-03-11 11:22:00,13.7,57.8
2020-03-11 11:23:00,13.7,57.7
2020-03-11 11:24:00,13.8,57.7
2020-03-11 11:25:00,13.8,57.7
2020-03-11 11:26:00,13.8,57.8
2020-03-11 11:27:00,13.8,58
2020-03-11 11:28:00,13.9,58.1
2020-03-11 11:29:00,13.9,58.1
2020-03-11 11:30:00,13.9,58.1
2020-03-11 11:31:00,13.9,58
2020-03-11 11:32:00,13.9,58
2020-03-11 11:33:00,14,57.9
2020-03-11 11:34:00,14,58
2020-03-11 11:35:00,14,57.9
2020-03-11 11:36:00,14.1,58
2020-03-11 11:37:00,14.1,58
2020-03-11 11:38:00,14.1,58.1
2020-03-11 11:39:00,14.1,58.3
2020-03-11 11:40:00,14.2,58.4
2020-03-11 11:41:00,14.2,58.5
2020-03-11 11:42:00,14.2,58.5
2020-03-11 11:43:00,14.2,58.4
2020-03-11 11:44:00,14.2,58.4
2020-03-11 11:45:00,14.2,58.5
2020-03-11 11:46:00,14.3,58.5
2020-03-11 11:47:00,14.3,58.4
2020-03-11 11:48:00,14.3,58.2
2020-03-11 11:49:00,14.3,58.2
2020-03-11 11:50:00,14.4,58.1
2020-03-11 11:51:00,14.4,58.1
2020-03-11 11:52:00,14.4,58.1
2020-03-11 11:53:00,14.4,58.1
2020-03-11 11:54:00,14.4,58.1
2020-03-11 11:55:00,14.5,58
2020-03-11 11:56:00,14.5,58
2020-03-11 11:57:00,14.5,58
2020-03-11 11:58:00,14.5,58
2020-03-11 11:59:00,14.5,58
2020-03-11 12:00:00,14.6,58
2020-03-11 12:01:00,14.6,58
2020-03-11 12:02:00,14.6,58
2020-03-11 12:03:00,14.6,58
2020-03-11 12:04:00,14.7,58.1
2020-03-11 12:05:00,14.7,58
2020-03-11 12:06:00,14.7,58.1
2020-03-11 12:07:00,14.7,58.1
2020-03-11 12:08:00,14.7,58
2020-03-11 12:09:00,14.7,58
2020-03-11 12:10:00,14.7,58
2020-03-11 12:11:00,14.8,57.9
2020-03-11 12:12:00,14.8,58
2020-03-11 12:13:00,14.8,58
2020-03-11 12:14:00,14.8,58
2020-03-11 12:15:00,14.9,58
2020-03-11 12:16:00,14.9,57.9
2020-03-11 12:17:00,14.9,57.9
2020-03-11 12:18:00,14.9,57.9
2020-03-11 12:19:00,15,58
2020-03-11 12:20:00,15,58
2020-03-11 12:21:00,15,58
2020-03-11 12:22:00,15.1,58
2020-03-11 12:23:00,15.1,58.1
2020-03-11 12:24:00,15.1,58.2
2020-03-11 12:25:00,15.2,58.1
2020-03-11 12:26:00,15.2,58.1
2020-03-11 12:27:00,15.2,58
2020-03-11 12:28:00,15.2,58.2
2020-03-11 12:29:00,15.2,58.3
2020-03-11 12:30:00,15.3,58.2
2020-03-11 12:31:00,15.3,58.2
2020-03-11 12:32:00,15.3,58.1
2020-03-11 12:33:00,15.4,58.1
2020-03-11 12:34:00,15.4,58.1
2020-03-11 12:35:00,15.4,58.1
2020-03-11 12:36:00,15.5,58.1
2020-03-11 12:37:00,15.5,58
2020-03-11 12:38:00,15.5,58.1
2020-03-11 12:39:00,15.6,58.1
2020-03-11 12:40:00,15.6,58.1
2020-03-11 12:41:00,15.6,58.1
2020-03-11 12:42:00,15.7,58.1
2020-03-11 12:43:00,15.7,58.1
2020-03-11 12:44:00,15.7,58.1
2020-03-11 12:45:00,15.7,58
2020-03-11 12:46:00,15.8,58
2020-03-11 12:47:00,15.8,58
2020-03-11 12:48:00,15.8,58
2020-03-11 12:49:00,15.9,58
2020-03-11 12:50:00,15.9,58.1
2020-03-11 12:51:00,15.9,58.1
2020-03-11 12:52:00,16,58.1
2020-03-11 12:53:00,16,58.1
2020-03-11 12:54:00,16,58.1
2020-03-11 12:55:00,16.1,58.1
2020-03-11 12:56:00,16.1,58.3
2020-03-11 12:57:00,16.1,58.2
2020-03-11 12:58:00,16.1,58.2
2020-03-11 12:59:00,16.2,58.2
2020-03-11 13:00:00,16.2,58.2
2020-03-11 13:01:00,16.2,58.2
2020-03-11 13:02:00,16.2,58.2
2020-03-11 13:03:00,16.2,58.1
2020-03-11 13:04:00,16.2,58.1
2020-03-11 13:05:00,16.3,58.1
2020-03-11 13:06:00,16.3,58.1
2020-03-11 13:07:00,16.3,58
2020-03-11 13:08:00,16.4,58
2020-03-11 13:09:00,16.4,58
2020-03-11 13:10:00,16.4,58
2020-03-11 13:11:00,16.5,58
2020-03-11 13:12:00,16.5,58
2020-03-11 13:13:00,16.5,57.9
2020-03-11 13:14:00,16.6,57.9
2020-03-11 13:15:00,16.6,57.9
2020-03-11 13:16:00,16.6,58
2020-03-11 13:17:00,16.6,58
2020-03-11 13:18:00,16.7,58.1
2020-03-11 13:19:00,16.7,58.1
2020-03-11 13:20:00,16.7,58.1
2020-03-11 13:21:00,16.7,58.2
2020-03-11 13:22:00,16.8,58.1
2020-03-11 13:23:00,16.8,58.2
2020-03-11 13:24:00,16.8,58.1
2020-03-11 13:25:00,16.9,58.1
2020-03-11 13:26:00,16.9,58.2
2020-03-11 13:27:00,17,58.1
2020-03-11 13:28:00,17,58.1
2020-03-11 13:29:00,17,58.1
2020-03-11 13:30:00,17.1,58.1
2020-03-11 13:31:00,17.1,58.1
2020-03-11 13:32:00,17.2,58
2020-03-11 13:33:00,17.2,58
2020-03-11 13:34:00,17.2,58.1
2020-03-11 13:35:00,17.2,58.1
2020-03-11 13:36:00,17.3,58
2020-03-11 13:37:00,17.3,58.1
2020-03-11 13:38:00,17.3,58.1
2020-03-11 13:39:00,17.4,58.1
2020-03-11 13:40:00,17.4,58.1
2020-03-11 13:41:00,17.4,58
2020-03-11 13:42:00,17.5,58
2020-03-11 13:43:00,17.5,58
